"","x","y","z","Axis.4","Axis.5","Axis.6","cluster"
"1",12.8494570037917,-8.06390323931781,12.3207823214884,-12.1994788604602,6.49297021528644,-3.34264474562377,1
"2",9.62946394636357,-6.37156131075551,9.73676500895798,-8.47655873263112,1.20674494609419,1.58546705213224,1
"3",9.54257321352765,-7.14614998570097,18.3548464227141,-4.3373271759855,-2.42522517300558,-6.86136034501125,1
"4",10.9482077452077,-4.04054508879445,17.3254198390283,-6.63541555967304,5.34663850114373,-12.3503752637952,1
"5",8.57642397546484,-2.54456832991229,5.97397205051885,-4.04712486964659,1.11702308203963,-0.701863742697779,1
"6",7.66255031716893,-0.616297441113561,9.22927683707545,-8.3425071314898,0.835138338258988,-9.93867488185474,1
"7",10.3985792515883,-2.57862626288981,16.842417268782,-13.9457047282996,2.46016293296732,-12.5148516076119,1
"8",8.46311229543819,-7.61004277308371,12.5654498289712,-13.003167258929,4.86864665009252,-10.9134915001453,1
"9",3.82360633056421,-5.83057175947063,6.11033993950765,-7.03601116054292,1.97562535956414,-1.48937834318736,1
"10",5.24704488615245,-1.28654570288407,7.71289834227688,-5.5135054966035,-1.44469087807898,-7.82080266165287,1
"11",6.32930146939709,-4.01001963075699,7.18855595047879,-2.26550293456753,0.733917738597199,-5.58818382631321,1
"12",10.3644307503355,0.575195612844215,13.3967363211125,-8.8698357673735,-1.95809057644139,-1.76410923565004,1
"13",10.8951673789876,-7.06657418012454,18.0544812192446,-9.11034641273393,1.09490106010251,-6.26492217543444,1
"14",8.60048317268935,-8.18325911292741,12.5885455948413,-14.0421208665123,1.08332433357282,-5.99389585137103,1
"15",7.60859577752049,-2.69755488686452,14.0877490139681,-6.94598201048368,-3.3953340246242,-3.62369663084201,1
"16",12.4385940069993,-6.24386983769476,12.9129351201082,-9.9908281929952,3.07312232505961,-5.26742137891568,1
"17",8.51519200696288,0.831341195496185,9.85075419105196,-6.19291780528696,-2.32649036954045,-6.18280994602135,1
"18",11.1208435176601,-4.87681563011788,13.7780014170571,-10.0802756341325,2.87440513910219,-4.47757042805413,1
"19",2.46652170604208,-2.71816397941096,10.6007164094296,-4.98721796661499,2.63802511528995,-1.47306071025266,1
"20",8.25870564938273,-8.668808199979,16.2999672247471,-7.97223885569564,0.0643333352610342,-7.85977911694362,1
"21",9.52386397091656,-2.91072102132692,12.8878592071441,-11.3067996189974,-4.21273748014331,-7.85403087030189,1
"22",9.14686738684857,1.17169689675522,8.6637189807453,-7.37846311580852,3.2700988513899,-3.75830719220517,1
"23",5.52403896717009,-7.02163205091611,15.6002216109891,-7.15843844007554,0.741398402017991,-0.726574113496117,1
"24",7.72386673794446,-5.43511808230843,16.3154590779025,-7.4878598022507,0.106675729518508,-9.41711864081448,1
"25",12.2586337697629,-5.44150124739775,16.1470576433143,-7.29106901328431,-0.933888090623362,-4.00906706306227,1
